package_name,offer_desc,offer_name,IIP_name,Estimated Payout(cents),campaign_start,campaign_end
com.quwidget.quoteswidget,Download and run this free app now and earn 65 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Quote Widget - Positive Affirmations,ayetstudios,6.5,20190315.0,20190319.0
org.samsonsen.radio.universal,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,My Radio - Supports Chromecast,ayetstudios,5.0,20190308.0,20190617.0
com.marktguru.mg2.de,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> install and run,marktguru Prospekte & Angebote,ayetstudios,4.0,20190315.0,20190315.0
com.educationonline.filelocker,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,File Locker,ayetstudios,2.0,20190311.0,20190320.0
com.plarium.vikings,Meet the requirements below and earn 2000 coins!<br><b>Requirements:</b> Install + Open + Reach Level 12.,Vikings: War of Clans,ayetstudios,200.0,20190311.0,20190617.0
com.evogames.slavsforvk,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Install + Open + Reach level 20,Harvest Land,ayetstudios,128.0,20190314.0,20190617.0
com.bodybuilding.rise,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Open + Subscribe Plan,Bodybuilding.com All Access,ayetstudios,128.0,20190314.0,20190326.0
com.surveysampling.mobile.quickthoughts,Meet the requirements below and earn 448 coins!<br><b>Requirements:</b> Install + Register + Fill out 1st Survey,QuickThoughts: Take Surveys Earn Gift Card Rewards,ayetstudios,44.8,20190305.0,20190617.0
com.dataxad.folocardoffline,Download and run this free app now and earn 65 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Folocard - Email Follow Up Templates: Free Scanner,ayetstudios,6.5,20190313.0,20190614.0
com.mmm.trebelmusic,Download and run this free app now and earn 60 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,TREBEL Free Music - Unlimited Music Downloader App,ayetstudios,6.0,20190305.0,20190427.0
com.boachsoft.plata,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Boachsoft Plata,ayetstudios,5.0,20190309.0,20190328.0
com.stove.epic7.google,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> install and run,Epic Seven,ayetstudios,4.0,20190315.0,20190316.0
com.thekonnectapp.thekonnect,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,TheKonnect,ayetstudios,2.5,20190314.0,20190514.0
com.uniksoft.movetosdcardfile,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Move To SD Card Files 2019,ayetstudios,2.5,20190313.0,20190316.0
com.ytu.rocketdogger,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Rocket Dogger,ayetstudios,2.0,20190311.0,20190319.0
com.plarium.vikings,Meet the requirements below and earn 2000 coins!<br><b>Requirements:</b> Install + Open + Reach Level 12.,Vikings: War of Clans,ayetstudios,200.0,20190311.0,20190617.0
com.evogames.slavsforvk,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Install + Open + Reach level 20,Harvest Land,ayetstudios,128.0,20190314.0,20190617.0
com.bodybuilding.rise,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Open + Subscribe Plan,Bodybuilding.com All Access,ayetstudios,128.0,20190314.0,20190326.0
com.zynga.words3,Download and run this free app now and earn 110 coins!<br><b>Requirements:</b> Install and run this app.,Words With Friends 2 - Word Game,ayetstudios,11.0,20190305.0,20190410.0
com.dataxad.folocardoffline,Download and run this free app now and earn 65 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Folocard - Email Follow Up Templates: Free Scanner,ayetstudios,6.5,20190313.0,20190614.0
com.stove.epic7.google,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> install and run,Epic Seven,ayetstudios,4.0,20190315.0,20190316.0
com.thekonnectapp.thekonnect,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,TheKonnect,ayetstudios,2.5,20190314.0,20190514.0
com.uniksoft.movetosdcardfile,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Move To SD Card Files 2019,ayetstudios,2.5,20190313.0,20190316.0
com.ytu.rocketdogger,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Rocket Dogger,ayetstudios,2.0,20190311.0,20190319.0
forex.trading.fx.trade,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,Forex Trading - Quick Forex and Pair Trading,ayetstudios,2.0,20190315.0,20190315.0
savagebearteam.minesmasher,Download and run this free app now and earn 35 coins!<br><b>Requirements:</b> Install and run this app.,minesmasher,ayetstudios,3.5,20190314.0,20190317.0
com.stove.epic7.google,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> install and run,Epic Seven,ayetstudios,4.0,20190315.0,20190316.0
com.WildWorks.AnimalJamPlayWild,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> Install and Run,Animal Jam - Play Wild!,ayetstudios,4.0,20190307.0,20190502.0
com.thekonnectapp.thekonnect,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,TheKonnect,ayetstudios,2.5,20190314.0,20190514.0
com.ymbsm.your_puzzles_arc,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,AR Puzzles,ayetstudios,2.5,20190305.0,20190316.0
com.puzzle.challange,Meet the requirements below and earn 125 coins!<br><b>Requirements:</b> Solve puzzle within 2 minutes to get reward.,Puzzle 15 challange,ayetstudios,12.5,20190316.0,20190318.0
com.turnkey.imobile.bob,Download and run this free app now and earn 35 coins!<br><b>Requirements:</b> Install and run this app.,iMobile by Bank of Beirut,ayetstudios,3.5,20190308.0,20190329.0
com.funkyfinch.bfftest,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,Best Friend Quiz,ayetstudios,2.0,20190317.0,20190318.0
com.lee.huu.fourstage,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,4 Stage,ayetstudios,2.0,20190317.0,20190317.0
savagebearteam.minesmasher,Download and run this free app now and earn 35 coins!<br><b>Requirements:</b> Install and run this app.,minesmasher,ayetstudios,3.5,20190314.0,20190317.0
com.remotearthsolutions.expensetracker,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Expense Tracker - Manage Your Wallet to Save Money,ayetstudios,5.0,20190317.0,20190325.0
com.ncp.ncpmobile,Meet the requirements below and earn 192 coins!<br><b>Requirements:</b> Open and Join!,NCP Mobile,ayetstudios,19.2,20190317.0,20190318.0
com.zynga.words3,Download and run this free app now and earn 110 coins!<br><b>Requirements:</b> Install and run this app.,Words With Friends 2 - Word Game,ayetstudios,11.0,20190305.0,20190410.0
com.uniksoft.videodownloader,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,X Video Downloader 2019,ayetstudios,2.5,20190317.0,20190318.0
com.funkyfinch.bfftest,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,Best Friend Quiz,ayetstudios,2.0,20190317.0,20190318.0
com.BAR.Hot.Rod.Traffic.Racer,Download and run this free app now and earn 65 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Hot Rod Traffic Racer - A Coupe Run,ayetstudios,6.5,20190317.0,20190317.0
com.remotearthsolutions.expensetracker,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Expense Tracker - Manage Your Wallet to Save Money,ayetstudios,5.0,20190317.0,20190325.0
space.blam.bb3,Download and run this free app now and earn 35 coins!<br><b>Requirements:</b> Install and run this app.,Color Helix Tap,ayetstudios,3.5,20190317.0,20190317.0
com.appsolutionag.carfinder,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Rund ums Auto - Car Finder - Free Version,ayetstudios,2.5,20190317.0,20190319.0
com.startup.heimat24,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Heimat24 Präsentation,ayetstudios,5.0,20190313.0,20190317.0
com.remotearthsolutions.expensetracker,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Expense Tracker - Manage Your Wallet to Save Money,ayetstudios,5.0,20190317.0,20190325.0
com.ncaa.mmlive.app,"Meet the requirements below and earn 230 coins!<br><b>Requirements:</b> Install, register and fill out bracket",NCAA March Madness Live,ayetstudios,23.0,20190318.0,20190320.0
com.ncp.ncpmobile,Meet the requirements below and earn 192 coins!<br><b>Requirements:</b> Open and Join!,NCP Mobile,ayetstudios,19.2,20190317.0,20190318.0
com.enflick.android.TextNow,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> Install and run,TextNow: Free Texting & Calling App,ayetstudios,4.0,20190306.0,20190410.0
com.cancerdev.gangstersupermoto,Download and run this free app now and earn 35 coins!<br><b>Requirements:</b> Install and run this app.,Gangster Super Moto 3D,ayetstudios,3.5,20190318.0,20190318.0
com.uniksoft.videodownloader,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,X Video Downloader 2019,ayetstudios,2.5,20190317.0,20190318.0
com.funkyfinch.bfftest,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,Best Friend Quiz,ayetstudios,2.0,20190317.0,20190318.0
com.ncaa.mmlive.app,"Meet the requirements below and earn 230 coins!<br><b>Requirements:</b> Install, register and fill out bracket",NCAA March Madness Live,ayetstudios,23.0,20190318.0,20190320.0
com.enflick.android.TextNow,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> Install and run,TextNow: Free Texting & Calling App,ayetstudios,4.0,20190306.0,20190410.0
com.uniksoft.videodownloader,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,X Video Downloader 2019,ayetstudios,2.5,20190317.0,20190318.0
com.smprops.colorszigzag,Download and run this free app now and earn 35 coins!<br><b>Requirements:</b> Install and run this app.,Colors Zig Zag,ayetstudios,3.5,20190319.0,20190319.0
com.sublinkpro.app,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,SublinkPro,ayetstudios,2.0,20190319.0,20190320.0
com.ncaa.mmlive.app,"Meet the requirements below and earn 195 coins!<br><b>Requirements:</b> Install, register and fill out tournament bracket.",NCAA March Madness Live,ayetstudios,19.5,20190318.0,20190320.0
psychic.love.reading,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,Psychic Love Readings - Free Live Psychic Hotline,ayetstudios,2.0,20190319.0,20190330.0
com.ncaa.mmlive.app,"Meet the requirements below and earn 195 coins!<br><b>Requirements:</b> Install, register and fill out tournament bracket.",NCAA March Madness Live,ayetstudios,19.5,20190318.0,20190320.0
com.appsolutionag.carfinder,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Rund ums Auto - Car Finder - Free Version,ayetstudios,2.5,20190317.0,20190319.0
psychic.love.reading,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,Psychic Love Readings - Free Live Psychic Hotline,ayetstudios,2.0,20190319.0,20190330.0
com.ut.eld,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,GPSTab ELD,ayetstudios,2.0,20190310.0,20190617.0
com.sublinkpro.app,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,SublinkPro,ayetstudios,2.0,20190319.0,20190320.0
com.quotesandsayings.quotesapp,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,iQuotes - Best Quotes app (Text & Images),ayetstudios,2.0,20190319.0,20190319.0
com.starbucks.mobilecard,Download and run this free app now and earn 182 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Starbucks,ayetstudios,18.2,20190308.0,20190616.0
com.quwidget.quoteswidget,Download and run this free app now and earn 65 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Quote Widget - Positive Affirmations,ayetstudios,6.5,20190315.0,20190319.0
com.murrayhilltech.Password_VaultFREE,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Password Vault Free Edition,ayetstudios,2.5,20190319.0,20190320.0
com.sublinkpro.app,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,SublinkPro,ayetstudios,2.0,20190319.0,20190320.0
com.starbucks.mobilecard,Download and run this free app now and earn 313 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Starbucks,ayetstudios,31.3,20190308.0,20190616.0
com.ncaa.mmlive.app,"Meet the requirements below and earn 195 coins!<br><b>Requirements:</b> Install, register and fill out tournament bracket.",NCAA March Madness Live,ayetstudios,19.5,20190318.0,20190320.0
com.sublinkpro.app,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,SublinkPro,ayetstudios,2.0,20190319.0,20190320.0
com.turnkey.imobile.bob,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,iMobile by Bank of Beirut,ayetstudios,2.5,20190308.0,20190329.0
com.sublinkpro.app,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,SublinkPro,ayetstudios,2.0,20190319.0,20190320.0
com.murrayhilltech.Password_VaultFREE,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Password Vault Free Edition,ayetstudios,2.5,20190319.0,20190320.0
com.moneylion,Meet the requirements below and earn 2000 coins!<br><b>Requirements:</b> 1) Register account 2) Confirm identity 3) Complete onboarding process for zero-fee checking,"MoneyLion: Borrow, Save, Invest",ayetstudios,200.0,20190306.0,20190430.0
com.playstudios.popslots,Meet the requirements below and earn 2713 coins!<br><b>Requirements:</b> Install & complete level 18 - new users only,POP! Slots - Free Vegas Casino Slot Machine Games,ayetstudios,271.3,20190305.0,20190607.0
com.kobobooks.android.walmart,Meet the requirements below and earn 1622 coins!<br><b>Requirements:</b> Install & start free trial,Walmart eBooks,ayetstudios,162.2,20190305.0,20190326.0
com.gamehag.app,Meet the requirements below and earn 1513 coins!<br><b>Requirements:</b> Install & collect 500 Soul Gems,Gamehag,ayetstudios,151.3,20190305.0,20190617.0
com.matchington.mansion,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Make any purchase,Matchington Mansion,ayetstudios,128.0,20190305.0,20190328.0
com.bodybuilding.rise,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Open + Subscribe Plan,Bodybuilding.com All Access,ayetstudios,128.0,20190314.0,20190326.0
com.evogames.slavsforvk,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Install + Open + Reach level 20,Harvest Land,ayetstudios,128.0,20190314.0,20190617.0
com.appkarma.app,Meet the requirements below and earn 832 coins!<br><b>Requirements:</b> Install and reach 750 points within the app,appKarma Rewards & Gift Cards,ayetstudios,83.2,20190305.0,20190617.0
com.perblue.disneyheroes,Meet the requirements below and earn 726 coins!<br><b>Requirements:</b> Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,72.6,20190305.0,20190617.0
com.igg.android.mobileroyale,Meet the requirements below and earn 688 coins!<br><b>Requirements:</b> Install & attack a village,Mobile Royale MMORPG - Build a Strategy for Battle,ayetstudios,68.8,20190305.0,20190617.0
com.giftpanda,Meet the requirements below and earn 549 coins!<br><b>Requirements:</b> Install & earn at least 300 coins,GiftPanda - CashBack Shopping,ayetstudios,54.9,20190305.0,20190617.0
com.surveysampling.mobile.quickthoughts,Meet the requirements below and earn 448 coins!<br><b>Requirements:</b> Install + Register + Fill out 1st Survey,QuickThoughts: Take Surveys Earn Gift Card Rewards,ayetstudios,44.8,20190305.0,20190617.0
net.bitburst.pollpay,"Meet the requirements below and earn 275 coins!<br><b>Requirements:</b> Install, open and complete first survey.",Poll Pay: Earn money and gift cards - paid surveys,ayetstudios,27.5,20190305.0,20190617.0
ru.crazybit.experiment,Meet the requirements below and earn 275 coins!<br><b>Requirements:</b> Install & reach level 4,Island Experiment,ayetstudios,27.5,20190305.0,20190523.0
com.giftswall,Meet the requirements below and earn 238 coins!<br><b>Requirements:</b> Install + Open + Reach 1000 points,GiftsWall - Money and Gift Card Rewards,ayetstudios,23.8,20190305.0,20190617.0
com.bahrigames.monkeybubble,Meet the requirements below and earn 160 coins!<br><b>Requirements:</b> Install + Open + Reach level35,Monkey Bubble,ayetstudios,16.0,20190305.0,20190324.0
com.bahrigames.juicefresh,Meet the requirements below and earn 160 coins!<br><b>Requirements:</b> Install + Open + Reach level35,Bahri Juice Fresh,ayetstudios,16.0,20190305.0,20190330.0
com.venninteractive.workout,Download and run this free app now and earn 80 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Stupid Simple Workout - Exercise Fitness Tracker,ayetstudios,8.0,20190324.0,20190411.0
com.mmm.trebelmusic,Download and run this free app now and earn 60 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,TREBEL Free Music - Unlimited Music Downloader App,ayetstudios,6.0,20190305.0,20190427.0
com.goodbarber.wfddeals,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Weatherford.deals,ayetstudios,5.0,20190305.0,20190617.0
com.dsmedia.fasttodo,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,FastTODO,ayetstudios,5.0,20190324.0,20190607.0
net.playtouch.draculafrankensteinco,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,"Dracula , Frankenstein & Co VS the villagers",ayetstudios,2.5,20190311.0,20190324.0
com.maxivu,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,Maxivu - Maximizing Credit Card Rewards,ayetstudios,2.0,20190305.0,20190405.0
com.loginext.tracknext,Download and run this free app now and earn 20 coins!<br><b>Requirements:</b> Install and run this app.,TrackNext | Delivery Routing & Tracking,ayetstudios,2.0,20190305.0,20190324.0
com.surveysampling.mobile.quickthoughts,Meet the requirements below and earn 400 coins!<br><b>Requirements:</b> Register & finish 1st survey,QuickThoughts: Take Surveys Earn Gift Card Rewards,ayetstudios,40.0,20190305.0,20190617.0
net.lovoo.android,Meet the requirements below and earn 200 coins!<br><b>Requirements:</b> Install and Register.,LOVOO®,ayetstudios,20.0,20190315.0,20190617.0
com.venninteractive.workout,Download and run this free app now and earn 80 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Stupid Simple Workout - Exercise Fitness Tracker,ayetstudios,8.0,20190324.0,20190411.0
com.app.driverkoobilod,Download and run this free app now and earn 30 coins!<br><b>Requirements:</b> Install and run this app.,koobilo Driver,ayetstudios,3.0,20190324.0,20190324.0
com.bodybuilding.rise,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Open + Subscribe Plan,Bodybuilding.com All Access,ayetstudios,128.0,20190314.0,20190326.0
com.evogames.slavsforvk,Meet the requirements below and earn 1280 coins!<br><b>Requirements:</b> Install + Open + Reach level 20,Harvest Land,ayetstudios,128.0,20190314.0,20190617.0
com.perblue.disneyheroes,Meet the requirements below and earn 726 coins!<br><b>Requirements:</b> Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,72.6,20190305.0,20190617.0
com.venninteractive.workout,Download and run this free app now and earn 80 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Stupid Simple Workout - Exercise Fitness Tracker,ayetstudios,8.0,20190324.0,20190411.0
com.dsmedia.fasttodo,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,FastTODO,ayetstudios,5.0,20190324.0,20190607.0
com.thekonnectapp.thekonnect,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,TheKonnect,ayetstudios,2.5,20190314.0,20190514.0
com.starbucks.mobilecard,Download and run this free app now and earn 182 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Starbucks,ayetstudios,18.2,20190308.0,20190616.0
com.perblue.disneyheroes,Meet the requirements below and earn 726 coins!<br><b>Requirements:</b> Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,72.6,20190305.0,20190617.0
com.venninteractive.workout,Download and run this free app now and earn 80 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Stupid Simple Workout - Exercise Fitness Tracker,ayetstudios,8.0,20190324.0,20190411.0
com.dsmedia.fasttodo,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,FastTODO,ayetstudios,5.0,20190324.0,20190607.0
com.perblue.disneyheroes,Meet the requirements below and earn 726 coins!<br><b>Requirements:</b> Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,72.6,20190305.0,20190617.0
com.and.riseofthekings,Meet the requirements below and earn 388 coins!<br><b>Requirements:</b> Install & reach player level 4,Rise of the Kings,ayetstudios,38.8,20190325.0,20190410.0
com.venninteractive.workout,Download and run this free app now and earn 80 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Stupid Simple Workout - Exercise Fitness Tracker,ayetstudios,8.0,20190324.0,20190411.0
com.remotearthsolutions.expensetracker,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Expense Tracker - Manage Your Wallet to Save Money,ayetstudios,5.0,20190317.0,20190325.0
com.dsmedia.fasttodo,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,FastTODO,ayetstudios,5.0,20190324.0,20190607.0
com.dsmedia.lightrecorder,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,LightRecorder,ayetstudios,5.0,20190325.0,20190617.0
com.perblue.disneyheroes,Meet the requirements below and earn 726 coins!<br><b>Requirements:</b> Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,72.6,20190305.0,20190617.0
com.and.riseofthekings,Meet the requirements below and earn 388 coins!<br><b>Requirements:</b> Install & reach player level 4,Rise of the Kings,ayetstudios,38.8,20190325.0,20190410.0
com.venninteractive.workout,Download and run this free app now and earn 80 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Stupid Simple Workout - Exercise Fitness Tracker,ayetstudios,8.0,20190324.0,20190411.0
com.dsmedia.fasttodo,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,FastTODO,ayetstudios,5.0,20190324.0,20190607.0
com.Vegas.Style.cKeno,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,369 Vegas Style Keno,ayetstudios,5.0,20190326.0,20190613.0
io.appsly.drinkwater,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install and run this app.,Drink Water Reminder,ayetstudios,5.0,20190326.0,20190401.0
com.billiyo,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Billiyo caregiver,ayetstudios,2.5,20190326.0,20190326.0
com.gamzplay.checkers,Download and run this free app now and earn 65 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Checkers Pro,ayetstudios,6.5,20190326.0,20190326.0
com.aol.mobile.aolapp,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> install and run,"AOL - News, Mail & Video",ayetstudios,4.0,20190326.0,20190326.0
com.phpmalik.wallzyPro,Download and run this free app now and earn 107 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Wallzy Pro - Personal UHD Wallpapers,ayetstudios,10.7,20190326.0,20190405.0
com.and.riseofthekings,Meet the requirements below and earn 388 coins!<br><b>Requirements:</b> Install & reach player level 4,Rise of the Kings,ayetstudios,38.8,20190325.0,20190410.0
com.starbucks.mobilecard,Download and run this free app now and earn 182 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,Starbucks,ayetstudios,18.2,20190308.0,20190616.0
com.boachsoft.plata,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Boachsoft Plata,ayetstudios,5.0,20190309.0,20190328.0
no.ingeniorutdanning.treadrun,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Treadmill TV - Refreshing virtual trails,ayetstudios,5.0,20190326.0,20190326.0
com.Vegas.Style.cKeno,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,369 Vegas Style Keno,ayetstudios,5.0,20190326.0,20190613.0
com.aol.mobile.aolapp,Meet the requirements below and earn 40 coins!<br><b>Requirements:</b> install and run,"AOL - News, Mail & Video",ayetstudios,4.0,20190326.0,20190326.0
com.billiyo,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,Billiyo caregiver,ayetstudios,2.5,20190326.0,20190326.0
com.carbonapps.pixelarts,Download and run this free app now and earn 65 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,Pixel Arts - 3D Included,ayetstudios,6.5,20190326.0,20190402.0
com.castles.today,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install and run this app.,Castles.today,ayetstudios,5.0,20190326.0,20190326.0
com.moneylion,Meet the requirements below and earn 2000 coins!<br><b>Requirements:</b> 1) Register account 2) Confirm identity 3) Complete onboarding process for zero-fee checking,"MoneyLion: Bank, Borrow, and Invest",ayetstudios,200.0,20190306.0,20190430.0
com.perblue.disneyheroes,Meet the requirements below and earn 726 coins!<br><b>Requirements:</b> Install & complete level 10,Disney Heroes: Battle Mode,ayetstudios,72.6,20190305.0,20190617.0
com.zhiliaoapp.musically,Download and run this free app now and earn 125 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,TikTok,ayetstudios,12.5,20190326.0,20190614.0
com.dataxad.folocardoffline,"Meet the requirements below and earn 88 coins!<br><b>Requirements:</b> Complete tutorial, access camera, take a picture and stay in the app for at least 30 secs",Folocard - Email Follow Up Templates: Free Scanner,ayetstudios,8.8,20190313.0,20190614.0
com.dsmedia.fasttodo,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,FastTODO,ayetstudios,5.0,20190324.0,20190607.0
com.Vegas.Style.cKeno,Download and run this free app now and earn 50 coins!<br><b>Requirements:</b> Install this app and keep it for <b>3 days</b>.,369 Vegas Style Keno,ayetstudios,5.0,20190326.0,20190613.0
binaltd.haotef,Download and run this free app now and earn 35 coins!<br><b>Requirements:</b> Install and run this app.,<span dir=rtl>העוטף - מקומון דיגיטלי חברתי‎,ayetstudios,3.5,20190326.0,20190326.0
com.isoftapps.allxvideodownloader,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,All HD Video Downloader 2019,ayetstudios,2.5,20190326.0,20190330.0
com.drawingsapp.shopkin,Download and run this free app now and earn 25 coins!<br><b>Requirements:</b> Install and run this app.,How To Draw cute things,ayetstudios,2.5,20190326.0,20190326.0
com.moneylion,Meet the requirements below and earn 2000 coins!<br><b>Requirements:</b> 1) Register account 2) Confirm identity 3) Complete onboarding process for zero-fee checking,"MoneyLion: Bank, Borrow, and Invest",ayetstudios,200.0,20190306.0,20190430.0
com.zhiliaoapp.musically,Download and run this free app now and earn 125 coins!<br><b>Requirements:</b> Install and run this app for <i>30 seconds</i>.,TikTok,ayetstudios,12.5,20190326.0,20190614.0
com.dataxad.folocardoffline,"Meet the requirements below and earn 88 coins!<br><b>Requirements:</b> Complete tutorial, access camera, take a picture and stay in the app for at least 30 secs",Folocard - Email Follow Up Templates: Free Scanner,ayetstudios,8.8,20190313.0,20190614.0
